edge_id,from_stop_id,to_stop_id,distance_km,time_min,transport_type,route_id,co2_g
3566,994,69,0.4623,8.55,walk,TRANSFER,0.0
3567,69,1000,0.8245,12.89,walk,TRANSFER,0.0
3568,1000,69,0.8245,12.89,walk,TRANSFER,0.0
3569,69,1177,0.8052,12.66,walk,TRANSFER,0.0
3570,1177,69,0.8052,12.66,walk,TRANSFER,0.0
3571,69,1178,0.8134,12.76,walk,TRANSFER,0.0
3572,1178,69,0.8134,12.76,walk,TRANSFER,0.0
3573,69,TRN_AGHA,0.7447,11.94,walk,TRANSFER,0.0
3574,TRN_AGHA,69,0.7447,11.94,walk,TRANSFER,0.0
3575,70,71,0.0751,3.9,walk,TRANSFER,0.0
3576,71,70,0.0751,3.9,walk,TRANSFER,0.0
3577,70,72,0.7383,11.86,walk,TRANSFER,0.0
3578,72,70,0.7383,11.86,walk,TRANSFER,0.0
3579,70,73,0.7514,12.02,walk,TRANSFER,0.0
3580,73,70,0.7514,12.02,walk,TRANSFER,0.0
3581,70,74,0.7822,12.39,walk,TRANSFER,0.0
3582,74,70,0.7822,12.39,walk,TRANSFER,0.0
3583,70,75,0.7666,12.2,walk,TRANSFER,0.0
3584,75,70,0.7666,12.2,walk,TRANSFER,0.0
3585,70,78,0.6829,11.2,walk,TRANSFER,0.0
3586,78,70,0.6829,11.2,walk,TRANSFER,0.0
3587,70,79,0.4005,7.81,walk,TRANSFER,0.0
3588,79,70,0.4005,7.81,walk,TRANSFER,0.0
3589,70,80,0.3996,7.79,walk,TRANSFER,0.0
3590,80,70,0.3996,7.79,walk,TRANSFER,0.0
3591,70,993,0.8742,13.49,walk,TRANSFER,0.0
3592,993,70,0.8742,13.49,walk,TRANSFER,0.0
3593,70,994,0.836,13.03,walk,TRANSFER,0.0
3594,994,70,0.836,13.03,walk,TRANSFER,0.0
3595,70,TRN_AGHA,0.7774,12.33,walk,TRANSFER,0.0
3596,TRN_AGHA,70,0.7774,12.33,walk,TRANSFER,0.0
3597,70,TRN_ALGER,0.588,10.06,walk,TRANSFER,0.0
3598,TRN_ALGER,70,0.588,10.06,walk,TRANSFER,0.0
3599,71,74,0.7466,11.96,walk,TRANSFER,0.0
3600,74,71,0.7466,11.96,walk,TRANSFER,0.0
3601,71,75,0.7296,11.76,walk,TRANSFER,0.0
3602,75,71,0.7296,11.76,walk,TRANSFER,0.0
3603,71,78,0.6881,11.26,walk,TRANSFER,0.0
3604,78,71,0.6881,11.26,walk,TRANSFER,0.0
3605,71,993,0.8886,13.66,walk,TRANSFER,0.0
3606,993,71,0.8886,13.66,walk,TRANSFER,0.0
3607,71,994,0.8492,13.19,walk,TRANSFER,0.0
3608,994,71,0.8492,13.19,walk,TRANSFER,0.0
3609,71,TRN_AGHA,0.8147,12.78,walk,TRANSFER,0.0
3610,TRN_AGHA,71,0.8147,12.78,walk,TRANSFER,0.0
3611,71,TRN_ALGER,0.5301,9.36,walk,TRANSFER,0.0
3612,TRN_ALGER,71,0.5301,9.36,walk,TRANSFER,0.0
3613,72,276,0.5099,9.12,walk,TRANSFER,0.0
3614,276,72,0.5099,9.12,walk,TRANSFER,0.0
3615,72,277,0.7443,11.93,walk,TRANSFER,0.0
3616,277,72,0.7443,11.93,walk,TRANSFER,0.0
3617,72,278,0.7556,12.07,walk,TRANSFER,0.0
3618,278,72,0.7556,12.07,walk,TRANSFER,0.0
3619,72,279,0.7635,12.16,walk,TRANSFER,0.0
3620,279,72,0.7635,12.16,walk,TRANSFER,0.0
3621,72,280,0.8104,12.72,walk,TRANSFER,0.0
3622,280,72,0.8104,12.72,walk,TRANSFER,0.0
3623,72,281,0.9409,14.29,walk,TRANSFER,0.0
3624,281,72,0.9409,14.29,walk,TRANSFER,0.0
3625,72,282,0.9348,14.22,walk,TRANSFER,0.0
3626,282,72,0.9348,14.22,walk,TRANSFER,0.0
3627,72,283,0.5187,9.22,walk,TRANSFER,0.0
3628,283,72,0.5187,9.22,walk,TRANSFER,0.0
3629,72,284,0.5254,9.3,walk,TRANSFER,0.0
3630,284,72,0.5254,9.3,walk,TRANSFER,0.0
3631,72,285,0.6207,10.45,walk,TRANSFER,0.0
3632,285,72,0.6207,10.45,walk,TRANSFER,0.0
3633,72,286,0.9519,14.42,walk,TRANSFER,0.0
3634,286,72,0.9519,14.42,walk,TRANSFER,0.0
3635,72,287,0.9516,14.42,walk,TRANSFER,0.0
3636,287,72,0.9516,14.42,walk,TRANSFER,0.0
3637,72,473,0.968,14.62,walk,TRANSFER,0.0
3638,473,72,0.968,14.62,walk,TRANSFER,0.0
3639,72,TRN_ALGER,0.1503,4.8,walk,TRANSFER,0.0
3640,TRN_ALGER,72,0.1503,4.8,walk,TRANSFER,0.0
3641,73,276,0.4974,8.97,walk,TRANSFER,0.0
3642,276,73,0.4974,8.97,walk,TRANSFER,0.0
3643,73,277,0.7347,11.82,walk,TRANSFER,0.0
3644,277,73,0.7347,11.82,walk,TRANSFER,0.0
3645,73,278,0.7461,11.95,walk,TRANSFER,0.0
3646,278,73,0.7461,11.95,walk,TRANSFER,0.0
3647,73,279,0.7516,12.02,walk,TRANSFER,0.0
3648,279,73,0.7516,12.02,walk,TRANSFER,0.0
3649,73,280,0.799,12.59,walk,TRANSFER,0.0
3650,280,73,0.799,12.59,walk,TRANSFER,0.0
3651,73,281,0.9338,14.21,walk,TRANSFER,0.0
3652,281,73,0.9338,14.21,walk,TRANSFER,0.0
3653,73,282,0.9276,14.13,walk,TRANSFER,0.0
3654,282,73,0.9276,14.13,walk,TRANSFER,0.0
3655,73,283,0.5058,9.07,walk,TRANSFER,0.0
3656,283,73,0.5058,9.07,walk,TRANSFER,0.0
3657,73,284,0.5126,9.15,walk,TRANSFER,0.0
3658,284,73,0.5126,9.15,walk,TRANSFER,0.0
3659,73,285,0.6079,10.3,walk,TRANSFER,0.0
3660,285,73,0.6079,10.3,walk,TRANSFER,0.0
3661,73,286,0.9405,14.29,walk,TRANSFER,0.0
3662,286,73,0.9405,14.29,walk,TRANSFER,0.0
3663,73,287,0.9393,14.27,walk,TRANSFER,0.0
3664,287,73,0.9393,14.27,walk,TRANSFER,0.0
3665,73,465,0.9951,14.94,walk,TRANSFER,0.0
3666,465,73,0.9951,14.94,walk,TRANSFER,0.0
3667,73,466,0.9923,14.91,walk,TRANSFER,0.0
3668,466,73,0.9923,14.91,walk,TRANSFER,0.0
3669,73,473,0.9558,14.47,walk,TRANSFER,0.0
3670,473,73,0.9558,14.47,walk,TRANSFER,0.0
3671,73,TRN_ALGER,0.1635,4.96,walk,TRANSFER,0.0
3672,TRN_ALGER,73,0.1635,4.96,walk,TRANSFER,0.0
3673,74,78,0.4095,7.91,walk,TRANSFER,0.0
3674,78,74,0.4095,7.91,walk,TRANSFER,0.0
3675,74,79,0.7928,12.51,walk,TRANSFER,0.0
3676,79,74,0.7928,12.51,walk,TRANSFER,0.0
3677,74,80,0.8061,12.67,walk,TRANSFER,0.0
3678,80,74,0.8061,12.67,walk,TRANSFER,0.0
3679,74,988,0.8305,12.97,walk,TRANSFER,0.0
3680,988,74,0.8305,12.97,walk,TRANSFER,0.0
3681,74,993,0.5656,9.79,walk,TRANSFER,0.0
3682,993,74,0.5656,9.79,walk,TRANSFER,0.0
3683,74,994,0.5349,9.42,walk,TRANSFER,0.0
3684,994,74,0.5349,9.42,walk,TRANSFER,0.0
3685,74,1177,0.9442,14.33,walk,TRANSFER,0.0
3686,1177,74,0.9442,14.33,walk,TRANSFER,0.0
3687,74,1178,0.9485,14.38,walk,TRANSFER,0.0
3688,1178,74,0.9485,14.38,walk,TRANSFER,0.0
3689,74,1181,0.8351,13.02,walk,TRANSFER,0.0
3690,1181,74,0.8351,13.02,walk,TRANSFER,0.0
3691,74,1182,0.8441,13.13,walk,TRANSFER,0.0
3692,1182,74,0.8441,13.13,walk,TRANSFER,0.0
3693,74,TRN_AGHA,0.7582,12.1,walk,TRANSFER,0.0
3694,TRN_AGHA,74,0.7582,12.1,walk,TRANSFER,0.0
3695,75,78,0.4172,8.01,walk,TRANSFER,0.0
3696,78,75,0.4172,8.01,walk,TRANSFER,0.0
3697,75,79,0.7707,12.25,walk,TRANSFER,0.0
3698,79,75,0.7707,12.25,walk,TRANSFER,0.0
3699,75,80,0.7841,12.41,walk,TRANSFER,0.0
3700,80,75,0.7841,12.41,walk,TRANSFER,0.0
3701,75,988,0.8502,13.2,walk,TRANSFER,0.0
3702,988,75,0.8502,13.2,walk,TRANSFER,0.0
3703,75,993,0.5796,9.95,walk,TRANSFER,0.0
3704,993,75,0.5796,9.95,walk,TRANSFER,0.0
3705,75,994,0.548,9.58,walk,TRANSFER,0.0
3706,994,75,0.548,9.58,walk,TRANSFER,0.0
3707,75,1177,0.9567,14.48,walk,TRANSFER,0.0
3708,1177,75,0.9567,14.48,walk,TRANSFER,0.0
3709,75,1178,0.9609,14.53,walk,TRANSFER,0.0
3710,1178,75,0.9609,14.53,walk,TRANSFER,0.0
3711,75,1181,0.8309,12.97,walk,TRANSFER,0.0
3712,1181,75,0.8309,12.97,walk,TRANSFER,0.0
3713,75,1182,0.8391,13.07,walk,TRANSFER,0.0
3714,1182,75,0.8391,13.07,walk,TRANSFER,0.0
3715,75,TRN_AGHA,0.7656,12.19,walk,TRANSFER,0.0
3716,TRN_AGHA,75,0.7656,12.19,walk,TRANSFER,0.0
3717,76,78,0.7198,11.64,walk,TRANSFER,0.0
3718,78,76,0.7198,11.64,walk,TRANSFER,0.0
3719,76,981,0.8719,13.46,walk,TRANSFER,0.0
3720,981,76,0.8719,13.46,walk,TRANSFER,0.0
3721,76,982,0.9387,14.26,walk,TRANSFER,0.0
3722,982,76,0.9387,14.26,walk,TRANSFER,0.0
3723,76,988,0.6007,10.21,walk,TRANSFER,0.0
3724,988,76,0.6007,10.21,walk,TRANSFER,0.0
3725,76,991,0.8702,13.44,walk,TRANSFER,0.0
3726,991,76,0.8702,13.44,walk,TRANSFER,0.0
3727,76,992,0.8591,13.31,walk,TRANSFER,0.0
3728,992,76,0.8591,13.31,walk,TRANSFER,0.0
3729,76,993,0.5753,9.9,walk,TRANSFER,0.0
3730,993,76,0.5753,9.9,walk,TRANSFER,0.0
3731,76,994,0.5965,10.16,walk,TRANSFER,0.0
3732,994,76,0.5965,10.16,walk,TRANSFER,0.0
3733,76,995,0.5201,9.24,walk,TRANSFER,0.0
3734,995,76,0.5201,9.24,walk,TRANSFER,0.0
3735,76,996,0.5105,9.13,walk,TRANSFER,0.0
3736,996,76,0.5105,9.13,walk,TRANSFER,0.0
3737,76,997,0.5263,9.32,walk,TRANSFER,0.0
3738,997,76,0.5263,9.32,walk,TRANSFER,0.0
3739,76,998,0.5234,9.28,walk,TRANSFER,0.0
3740,998,76,0.5234,9.28,walk,TRANSFER,0.0
3741,76,999,0.4629,8.56,walk,TRANSFER,0.0
3742,999,76,0.4629,8.56,walk,TRANSFER,0.0
3743,76,1000,0.9784,14.74,walk,TRANSFER,0.0
3744,1000,76,0.9784,14.74,walk,TRANSFER,0.0
3745,76,TRN_AGHA,0.388,7.66,walk,TRANSFER,0.0
3746,TRN_AGHA,76,0.388,7.66,walk,TRANSFER,0.0
3747,77,78,0.6313,10.58,walk,TRANSFER,0.0
3748,78,77,0.6313,10.58,walk,TRANSFER,0.0
3749,77,981,0.9198,14.04,walk,TRANSFER,0.0
3750,981,77,0.9198,14.04,walk,TRANSFER,0.0
3751,77,982,0.9764,14.72,walk,TRANSFER,0.0
3752,982,77,0.9764,14.72,walk,TRANSFER,0.0
3753,77,988,0.5724,9.87,walk,TRANSFER,0.0
3754,988,77,0.5724,9.87,walk,TRANSFER,0.0
3755,77,991,0.9616,14.54,walk,TRANSFER,0.0
3756,991,77,0.9616,14.54,walk,TRANSFER,0.0
3757,77,992,0.95,14.4,walk,TRANSFER,0.0
3758,992,77,0.95,14.4,walk,TRANSFER,0.0
3759,77,993,0.4985,8.98,walk,TRANSFER,0.0
3760,993,77,0.4985,8.98,walk,TRANSFER,0.0
3761,77,994,0.5164,9.2,walk,TRANSFER,0.0
3762,994,77,0.5164,9.2,walk,TRANSFER,0.0
3763,77,995,0.6104,10.33,walk,TRANSFER,0.0
3764,995,77,0.6104,10.33,walk,TRANSFER,0.0
3765,77,996,0.5995,10.19,walk,TRANSFER,0.0
3766,996,77,0.5995,10.19,walk,TRANSFER,0.0
3767,77,997,0.6115,10.34,walk,TRANSFER,0.0
3768,997,77,0.6115,10.34,walk,TRANSFER,0.0
3769,77,998,0.6072,10.29,walk,TRANSFER,0.0
3770,998,77,0.6072,10.29,walk,TRANSFER,0.0
3771,77,999,0.5517,9.62,walk,TRANSFER,0.0
3772,999,77,0.5517,9.62,walk,TRANSFER,0.0
3773,77,1000,0.9871,14.84,walk,TRANSFER,0.0
3774,1000,77,0.9871,14.84,walk,TRANSFER,0.0
3775,77,TRN_AGHA,0.2954,6.54,walk,TRANSFER,0.0
3776,TRN_AGHA,77,0.2954,6.54,walk,TRANSFER,0.0
3777,78,79,0.8935,13.72,walk,TRANSFER,0.0
3778,79,78,0.8935,13.72,walk,TRANSFER,0.0
3779,78,80,0.9031,13.84,walk,TRANSFER,0.0
3780,80,78,0.9031,13.84,walk,TRANSFER,0.0
3781,78,988,0.5774,9.93,walk,TRANSFER,0.0
3782,988,78,0.5774,9.93,walk,TRANSFER,0.0
3783,78,993,0.2189,5.63,walk,TRANSFER,0.0
3784,993,78,0.2189,5.63,walk,TRANSFER,0.0
3785,78,994,0.1779,5.13,walk,TRANSFER,0.0
3786,994,78,0.1779,5.13,walk,TRANSFER,0.0
3787,78,TRN_AGHA,0.3487,7.18,walk,TRANSFER,0.0
3788,TRN_AGHA,78,0.3487,7.18,walk,TRANSFER,0.0
3789,79,276,0.8945,13.73,walk,TRANSFER,0.0
3790,276,79,0.8945,13.73,walk,TRANSFER,0.0
3791,79,277,0.9658,14.59,walk,TRANSFER,0.0
3792,277,79,0.9658,14.59,walk,TRANSFER,0.0
3793,79,278,0.9756,14.71,walk,TRANSFER,0.0
3794,278,79,0.9756,14.71,walk,TRANSFER,0.0
3795,79,283,0.8991,13.79,walk,TRANSFER,0.0
3796,283,79,0.8991,13.79,walk,TRANSFER,0.0
3797,79,284,0.9077,13.89,walk,TRANSFER,0.0
3798,284,79,0.9077,13.89,walk,TRANSFER,0.0
3799,79,TRN_ALGER,0.2503,6.0,walk,TRANSFER,0.0
3800,TRN_ALGER,79,0.2503,6.0,walk,TRANSFER,0.0
3801,80,276,0.887,13.64,walk,TRANSFER,0.0
3802,276,80,0.887,13.64,walk,TRANSFER,0.0
3803,80,277,0.9683,14.62,walk,TRANSFER,0.0
3804,277,80,0.9683,14.62,walk,TRANSFER,0.0
3805,80,278,0.9781,14.74,walk,TRANSFER,0.0
3806,278,80,0.9781,14.74,walk,TRANSFER,0.0
3807,80,283,0.8925,13.71,walk,TRANSFER,0.0
3808,283,80,0.8925,13.71,walk,TRANSFER,0.0
3809,80,284,0.9007,13.81,walk,TRANSFER,0.0
3810,284,80,0.9007,13.81,walk,TRANSFER,0.0
3811,80,285,0.996,14.95,walk,TRANSFER,0.0
3812,285,80,0.996,14.95,walk,TRANSFER,0.0
3813,80,TRN_ALGER,0.24,5.88,walk,TRANSFER,0.0
3814,TRN_ALGER,80,0.24,5.88,walk,TRANSFER,0.0
3815,81,85,0.9603,14.52,walk,TRANSFER,0.0
3816,85,81,0.9603,14.52,walk,TRANSFER,0.0
3817,81,86,0.7115,11.54,walk,TRANSFER,0.0
3818,86,81,0.7115,11.54,walk,TRANSFER,0.0
3819,81,87,0.8081,12.7,walk,TRANSFER,0.0
3820,87,81,0.8081,12.7,walk,TRANSFER,0.0
3821,81,483,0.6328,10.59,walk,TRANSFER,0.0
3822,483,81,0.6328,10.59,walk,TRANSFER,0.0
3823,81,484,0.5976,10.17,walk,TRANSFER,0.0
3824,484,81,0.5976,10.17,walk,TRANSFER,0.0
3825,81,615,0.7919,12.5,walk,TRANSFER,0.0
3826,615,81,0.7919,12.5,walk,TRANSFER,0.0
3827,81,616,0.7128,11.55,walk,TRANSFER,0.0
3828,616,81,0.7128,11.55,walk,TRANSFER,0.0
3829,81,812,0.5132,9.16,walk,TRANSFER,0.0
3830,812,81,0.5132,9.16,walk,TRANSFER,0.0
3831,81,813,0.5532,9.64,walk,TRANSFER,0.0
3832,813,81,0.5532,9.64,walk,TRANSFER,0.0
3833,81,814,0.5688,9.83,walk,TRANSFER,0.0
3834,814,81,0.5688,9.83,walk,TRANSFER,0.0
3835,81,815,0.6063,10.28,walk,TRANSFER,0.0
3836,815,81,0.6063,10.28,walk,TRANSFER,0.0
3837,81,1128,0.7523,12.03,walk,TRANSFER,0.0
3838,1128,81,0.7523,12.03,walk,TRANSFER,0.0
3839,81,TRn_HARRACH,0.3906,7.69,walk,TRANSFER,0.0
3840,TRn_HARRACH,81,0.3906,7.69,walk,TRANSFER,0.0
3841,82,84,0.8298,12.96,walk,TRANSFER,0.0
3842,84,82,0.8298,12.96,walk,TRANSFER,0.0
3843,82,85,0.8826,13.59,walk,TRANSFER,0.0
3844,85,82,0.8826,13.59,walk,TRANSFER,0.0
3845,82,94,0.6557,10.87,walk,TRANSFER,0.0
3846,94,82,0.6557,10.87,walk,TRANSFER,0.0
3847,82,95,0.6594,10.91,walk,TRANSFER,0.0
3848,95,82,0.6594,10.91,walk,TRANSFER,0.0
3849,82,TRN_KHRUBA,0.5596,9.72,walk,TRANSFER,0.0
3850,TRN_KHRUBA,82,0.5596,9.72,walk,TRANSFER,0.0
3851,83,84,0.9104,13.92,walk,TRANSFER,0.0
3852,84,83,0.9104,13.92,walk,TRANSFER,0.0
3853,83,85,0.962,14.54,walk,TRANSFER,0.0
3854,85,83,0.962,14.54,walk,TRANSFER,0.0
3855,83,94,0.7066,11.48,walk,TRANSFER,0.0
3856,94,83,0.7066,11.48,walk,TRANSFER,0.0
3857,83,95,0.7118,11.54,walk,TRANSFER,0.0
3858,95,83,0.7118,11.54,walk,TRANSFER,0.0
3859,83,TRN_KHRUBA,0.6664,11.0,walk,TRANSFER,0.0
3860,TRN_KHRUBA,83,0.6664,11.0,walk,TRANSFER,0.0
3861,84,86,0.8885,13.66,walk,TRANSFER,0.0
3862,86,84,0.8885,13.66,walk,TRANSFER,0.0
3863,84,87,0.2637,6.16,walk,TRANSFER,0.0
3864,87,84,0.2637,6.16,walk,TRANSFER,0.0
3865,84,483,0.9531,14.44,walk,TRANSFER,0.0
3866,483,84,0.9531,14.44,walk,TRANSFER,0.0
3867,84,484,0.8676,13.41,walk,TRANSFER,0.0
3868,484,84,0.8676,13.41,walk,TRANSFER,0.0
3869,84,1128,0.897,13.76,walk,TRANSFER,0.0
3870,1128,84,0.897,13.76,walk,TRANSFER,0.0
3871,84,TRN_KHRUBA,0.4127,7.95,walk,TRANSFER,0.0
3872,TRN_KHRUBA,84,0.4127,7.95,walk,TRANSFER,0.0
3873,84,TRn_HARRACH,0.6733,11.08,walk,TRANSFER,0.0
3874,TRn_HARRACH,84,0.6733,11.08,walk,TRANSFER,0.0
3875,85,86,0.8359,13.03,walk,TRANSFER,0.0
3876,86,85,0.8359,13.03,walk,TRANSFER,0.0
3877,85,87,0.246,5.95,walk,TRANSFER,0.0
3878,87,85,0.246,5.95,walk,TRANSFER,0.0
3879,85,483,0.9333,14.2,walk,TRANSFER,0.0
3880,483,85,0.9333,14.2,walk,TRANSFER,0.0
3881,85,484,0.8468,13.16,walk,TRANSFER,0.0
3882,484,85,0.8468,13.16,walk,TRANSFER,0.0
3883,85,1128,0.8451,13.14,walk,TRANSFER,0.0
3884,1128,85,0.8451,13.14,walk,TRANSFER,0.0
3885,85,TRN_KHRUBA,0.463,8.56,walk,TRANSFER,0.0
3886,TRN_KHRUBA,85,0.463,8.56,walk,TRANSFER,0.0
3887,85,TRn_HARRACH,0.6211,10.45,walk,TRANSFER,0.0
3888,TRn_HARRACH,85,0.6211,10.45,walk,TRANSFER,0.0
3889,86,87,0.8786,13.54,walk,TRANSFER,0.0
3890,87,86,0.8786,13.54,walk,TRANSFER,0.0
3891,86,TRn_HARRACH,0.4475,8.37,walk,TRANSFER,0.0
3892,TRn_HARRACH,86,0.4475,8.37,walk,TRANSFER,0.0
3893,87,483,0.6896,11.28,walk,TRANSFER,0.0
3894,483,87,0.6896,11.28,walk,TRANSFER,0.0
3895,87,484,0.6039,10.25,walk,TRANSFER,0.0
3896,484,87,0.6039,10.25,walk,TRANSFER,0.0
3897,87,615,0.8901,13.68,walk,TRANSFER,0.0
3898,615,87,0.8901,13.68,walk,TRANSFER,0.0
3899,87,616,0.8083,12.7,walk,TRANSFER,0.0
3900,616,87,0.8083,12.7,walk,TRANSFER,0.0
3901,87,1128,0.8984,13.78,walk,TRANSFER,0.0
3902,1128,87,0.8984,13.78,walk,TRANSFER,0.0
3903,87,TRN_KHRUBA,0.4938,8.93,walk,TRANSFER,0.0
3904,TRN_KHRUBA,87,0.4938,8.93,walk,TRANSFER,0.0
3905,87,TRn_HARRACH,0.5424,9.51,walk,TRANSFER,0.0
3906,TRn_HARRACH,87,0.5424,9.51,walk,TRANSFER,0.0
3907,88,90,0.95,14.4,walk,TRANSFER,0.0
3908,90,88,0.95,14.4,walk,TRANSFER,0.0
3909,88,91,0.9518,14.42,walk,TRANSFER,0.0
3910,91,88,0.9518,14.42,walk,TRANSFER,0.0
3911,88,525,0.9849,14.82,walk,TRANSFER,0.0
3912,525,88,0.9849,14.82,walk,TRANSFER,0.0
3913,88,611,0.9752,14.7,walk,TRANSFER,0.0
3914,611,88,0.9752,14.7,walk,TRANSFER,0.0
3915,88,612,0.9999,15.0,walk,TRANSFER,0.0
3916,612,88,0.9999,15.0,walk,TRANSFER,0.0
3917,89,90,0.9392,14.27,walk,TRANSFER,0.0
3918,90,89,0.9392,14.27,walk,TRANSFER,0.0
3919,89,91,0.942,14.3,walk,TRANSFER,0.0
3920,91,89,0.942,14.3,walk,TRANSFER,0.0
3921,89,611,0.9558,14.47,walk,TRANSFER,0.0
3922,611,89,0.9558,14.47,walk,TRANSFER,0.0
3923,89,612,0.9792,14.75,walk,TRANSFER,0.0
3924,612,89,0.9792,14.75,walk,TRANSFER,0.0
3925,90,96,0.7228,11.67,walk,TRANSFER,0.0
3926,96,90,0.7228,11.67,walk,TRANSFER,0.0
3927,90,97,0.7255,11.71,walk,TRANSFER,0.0
3928,97,90,0.7255,11.71,walk,TRANSFER,0.0
3929,91,96,0.7467,11.96,walk,TRANSFER,0.0
3930,96,91,0.7467,11.96,walk,TRANSFER,0.0
3931,91,97,0.7502,12.0,walk,TRANSFER,0.0
3932,97,91,0.7502,12.0,walk,TRANSFER,0.0
3933,92,96,0.9731,14.68,walk,TRANSFER,0.0
3934,96,92,0.9731,14.68,walk,TRANSFER,0.0
3935,92,97,0.9789,14.75,walk,TRANSFER,0.0
3936,97,92,0.9789,14.75,walk,TRANSFER,0.0
3937,93,96,0.9723,14.67,walk,TRANSFER,0.0
3938,96,93,0.9723,14.67,walk,TRANSFER,0.0
3939,93,97,0.978,14.74,walk,TRANSFER,0.0
3940,97,93,0.978,14.74,walk,TRANSFER,0.0
3941,94,96,0.6347,10.62,walk,TRANSFER,0.0
3942,96,94,0.6347,10.62,walk,TRANSFER,0.0
3943,94,97,0.6224,10.47,walk,TRANSFER,0.0
3944,97,94,0.6224,10.47,walk,TRANSFER,0.0
3945,94,TRN_KHRUBA,0.8475,13.17,walk,TRANSFER,0.0
3946,TRN_KHRUBA,94,0.8475,13.17,walk,TRANSFER,0.0
3947,95,96,0.6275,10.53,walk,TRANSFER,0.0
3948,96,95,0.6275,10.53,walk,TRANSFER,0.0
3949,95,97,0.6151,10.38,walk,TRANSFER,0.0
3950,97,95,0.6151,10.38,walk,TRANSFER,0.0
3951,95,TRN_KHRUBA,0.8436,13.12,walk,TRANSFER,0.0
3952,TRN_KHRUBA,95,0.8436,13.12,walk,TRANSFER,0.0
3953,96,611,0.796,12.55,walk,TRANSFER,0.0
3954,611,96,0.796,12.55,walk,TRANSFER,0.0
3955,96,612,0.7782,12.34,walk,TRANSFER,0.0
3956,612,96,0.7782,12.34,walk,TRANSFER,0.0
3957,97,611,0.7891,12.47,walk,TRANSFER,0.0
3958,611,97,0.7891,12.47,walk,TRANSFER,0.0
3959,97,612,0.7697,12.24,walk,TRANSFER,0.0
3960,612,97,0.7697,12.24,walk,TRANSFER,0.0
3961,116,118,0.5017,9.02,walk,TRANSFER,0.0
3962,118,116,0.5017,9.02,walk,TRANSFER,0.0
3963,116,119,0.4931,8.92,walk,TRANSFER,0.0
3964,119,116,0.4931,8.92,walk,TRANSFER,0.0
3965,116,120,0.9862,14.83,walk,TRANSFER,0.0
3966,120,116,0.9862,14.83,walk,TRANSFER,0.0
3967,116,121,0.9895,14.87,walk,TRANSFER,0.0
3968,121,116,0.9895,14.87,walk,TRANSFER,0.0
3969,116,677,0.9626,14.55,walk,TRANSFER,0.0
3970,677,116,0.9626,14.55,walk,TRANSFER,0.0
3971,117,118,0.4956,8.95,walk,TRANSFER,0.0
3972,118,117,0.4956,8.95,walk,TRANSFER,0.0
3973,117,119,0.487,8.84,walk,TRANSFER,0.0
3974,119,117,0.487,8.84,walk,TRANSFER,0.0
3975,117,120,0.9837,14.8,walk,TRANSFER,0.0
3976,120,117,0.9837,14.8,walk,TRANSFER,0.0
3977,117,121,0.9871,14.84,walk,TRANSFER,0.0
3978,121,117,0.9871,14.84,walk,TRANSFER,0.0
3979,117,677,0.9648,14.58,walk,TRANSFER,0.0
3980,677,117,0.9648,14.58,walk,TRANSFER,0.0
3981,122,TRN_AEROPORT,0.2551,6.06,walk,TRANSFER,0.0
3982,TRN_AEROPORT,122,0.2551,6.06,walk,TRANSFER,0.0
3983,123,129,0.6488,10.79,walk,TRANSFER,0.0
3984,129,123,0.6488,10.79,walk,TRANSFER,0.0
3985,123,130,0.6403,10.68,walk,TRANSFER,0.0
3986,130,123,0.6403,10.68,walk,TRANSFER,0.0
3987,123,447,0.6609,10.93,walk,TRANSFER,0.0
3988,447,123,0.6609,10.93,walk,TRANSFER,0.0
3989,123,448,0.653,10.84,walk,TRANSFER,0.0
3990,448,123,0.653,10.84,walk,TRANSFER,0.0
3991,124,129,0.6324,10.59,walk,TRANSFER,0.0
3992,129,124,0.6324,10.59,walk,TRANSFER,0.0
3993,124,130,0.6232,10.48,walk,TRANSFER,0.0
3994,130,124,0.6232,10.48,walk,TRANSFER,0.0
3995,124,447,0.6793,11.15,walk,TRANSFER,0.0
3996,447,124,0.6793,11.15,walk,TRANSFER,0.0
3997,124,448,0.6714,11.06,walk,TRANSFER,0.0
3998,448,124,0.6714,11.06,walk,TRANSFER,0.0
3999,125,129,0.3844,7.61,walk,TRANSFER,0.0
4000,129,125,0.3844,7.61,walk,TRANSFER,0.0
4001,125,130,0.4053,7.86,walk,TRANSFER,0.0
4002,130,125,0.4053,7.86,walk,TRANSFER,0.0
4003,125,447,0.8438,13.13,walk,TRANSFER,0.0
4004,447,125,0.8438,13.13,walk,TRANSFER,0.0
4005,125,448,0.8395,13.07,walk,TRANSFER,0.0
4006,448,125,0.8395,13.07,walk,TRANSFER,0.0
4007,125,452,0.8304,12.96,walk,TRANSFER,0.0
4008,452,125,0.8304,12.96,walk,TRANSFER,0.0
4009,125,453,0.8182,12.82,walk,TRANSFER,0.0
4010,453,125,0.8182,12.82,walk,TRANSFER,0.0
4011,129,452,0.8802,13.56,walk,TRANSFER,0.0
4012,452,129,0.8802,13.56,walk,TRANSFER,0.0
4013,129,453,0.8645,13.37,walk,TRANSFER,0.0
4014,453,129,0.8645,13.37,walk,TRANSFER,0.0
4015,130,452,0.9301,14.16,walk,TRANSFER,0.0
4016,452,130,0.9301,14.16,walk,TRANSFER,0.0
