edge_id,from_stop_id,to_stop_id,distance_km,time_min,transport_type,route_id,co2_g
1,M1_MARTYRS,M1_BOUMEN,2.317,3.0,metro,METRO_L1,27.8
2,M1_BOUMEN,M1_MARTYRS,2.317,3.0,metro,METRO_L1,27.8
3,M1_BOUMEN,M1_TAFOURAH,0.9078,3.0,metro,METRO_L1,10.89
4,M1_TAFOURAH,M1_BOUMEN,0.9078,3.0,metro,METRO_L1,10.89
5,M1_TAFOURAH,M1_KHEL,0.9911,3.0,metro,METRO_L1,11.89
6,M1_KHEL,M1_TAFOURAH,0.9911,3.0,metro,METRO_L1,11.89
7,M1_KHEL,M1_1MAI,0.7625,3.0,metro,METRO_L1,9.15
8,M1_1MAI,M1_KHEL,0.7625,3.0,metro,METRO_L1,9.15
9,M1_1MAI,M1_AISSAT,0.5853,3.0,metro,METRO_L1,7.02
10,M1_AISSAT,M1_1MAI,0.5853,3.0,metro,METRO_L1,7.02
11,M1_AISSAT,M1_HAMMA,0.6523,3.0,metro,METRO_L1,7.83
12,M1_HAMMA,M1_AISSAT,0.6523,3.0,metro,METRO_L1,7.83
13,M1_HAMMA,M1_JARDIN,0.8915,3.0,metro,METRO_L1,10.7
14,M1_JARDIN,M1_HAMMA,0.8915,3.0,metro,METRO_L1,10.7
15,M1_JARDIN,M1_FUSILLES,1.0331,3.0,metro,METRO_L1,12.4
16,M1_FUSILLES,M1_JARDIN,1.0331,3.0,metro,METRO_L1,12.4
17,M1_FUSILLES,M1_AMIROU,1.1568,4.4,metro,METRO_L1,13.88
18,M1_AMIROU,M1_FUSILLES,1.1568,4.4,metro,METRO_L1,13.88
19,M1_AMIROU,M1_MER_SOL,0.7355,3.0,metro,METRO_L1,8.83
20,M1_MER_SOL,M1_AMIROU,0.7355,3.0,metro,METRO_L1,8.83
21,M1_MER_SOL,M1_HAI_BADR,0.9077,4.0,metro,METRO_L1,10.89
22,M1_HAI_BADR,M1_MER_SOL,0.9077,4.0,metro,METRO_L1,10.89
23,M1_HAI_BADR,M1_TENNIS,1.1506,5.0,metro,METRO_L1,13.81
24,M1_TENNIS,M1_HAI_BADR,1.1506,5.0,metro,METRO_L1,13.81
25,M1_TENNIS,M1_BACHJA,0.7449,3.0,metro,METRO_L1,8.94
26,M1_BACHJA,M1_TENNIS,0.7449,3.0,metro,METRO_L1,8.94
27,M1_BACHJA,M1_H_GARE,1.2006,4.0,metro,METRO_L1,14.41
28,M1_H_GARE,M1_BACHJA,1.2006,4.0,metro,METRO_L1,14.41
29,M1_H_GARE,M1_H_CENTRE,0.5493,3.0,metro,METRO_L1,6.59
30,M1_H_CENTRE,M1_H_GARE,0.5493,3.0,metro,METRO_L1,6.59
31,M1_H_CENTRE,M1_ATELIER,1.1861,3.0,metro,METRO_L1,14.23
32,M1_ATELIER,M1_H_CENTRE,1.1861,3.0,metro,METRO_L1,14.23
33,M1_ATELIER,M1_GUE_CON,1.0131,3.0,metro,METRO_L1,12.16
34,M1_GUE_CON,M1_ATELIER,1.0131,3.0,metro,METRO_L1,12.16
35,M1_GUE_CON,M1_AIN_NADJ,0.8477,4.0,metro,METRO_L1,10.17
36,M1_AIN_NADJ,M1_GUE_CON,0.8477,4.0,metro,METRO_L1,10.17
37,TR01,TR02,0.1692,0.51,tram,TRAM_T1,2.54
38,TR02,TR03,0.6855,2.06,tram,TRAM_T1,10.28
39,TR03,TR04,0.5114,1.53,tram,TRAM_T1,7.67
40,TR04,TR05,0.6548,1.96,tram,TRAM_T1,9.82
41,TR05,TR06,0.9423,2.83,tram,TRAM_T1,14.13
42,TR06,TR07,0.4319,1.3,tram,TRAM_T1,6.48
43,TR07,TR08,0.6447,1.93,tram,TRAM_T1,9.67
44,TR08,TR09,0.5732,1.72,tram,TRAM_T1,8.6
45,TR09,TR10,0.5332,1.6,tram,TRAM_T1,8.0
46,TR10,TR11,0.6795,2.04,tram,TRAM_T1,10.19
47,TR11,TR12,0.7125,2.14,tram,TRAM_T1,10.69
48,TR12,TR13,1.0944,3.28,tram,TRAM_T1,16.42
49,TR13,TR14,0.5163,1.55,tram,TRAM_T1,7.74
50,TR14,TR15,0.5543,1.66,tram,TRAM_T1,8.31
51,TR15,TR16,0.3929,1.18,tram,TRAM_T1,5.89
52,TR16,TR17,0.6353,1.91,tram,TRAM_T1,9.53
53,TR17,TR18,0.4367,1.31,tram,TRAM_T1,6.55
54,TR18,TR19,0.3094,0.93,tram,TRAM_T1,4.64
55,TR19,TR20,0.3549,1.06,tram,TRAM_T1,5.32
56,TR20,TR21,0.8798,2.64,tram,TRAM_T1,13.2
57,TR21,TR22,0.5596,1.68,tram,TRAM_T1,8.39
58,TR22,TR23,0.8843,2.65,tram,TRAM_T1,13.26
59,TR23,TR24,0.3823,1.15,tram,TRAM_T1,5.73
60,TR24,TR25,0.57,1.71,tram,TRAM_T1,8.55
61,TR25,TR26,1.3435,4.03,tram,TRAM_T1,20.15
62,TR26,TR27,1.1732,3.52,tram,TRAM_T1,17.6
63,TR27,TR28,0.3629,1.09,tram,TRAM_T1,5.44
64,TR28,TR29,0.4675,1.4,tram,TRAM_T1,7.01
65,TR29,TR30,0.5755,1.73,tram,TRAM_T1,8.63
66,TR30,TR31,1.0879,3.26,tram,TRAM_T1,16.32
67,TR31,TR32,1.0167,3.05,tram,TRAM_T1,15.25
68,TR32,TR33,0.6561,1.97,tram,TRAM_T1,9.84
69,TR33,TR34,0.7815,2.34,tram,TRAM_T1,11.72
70,TR34,TR35,0.6479,1.94,tram,TRAM_T1,9.72
71,TR35,TR34,0.6479,1.94,tram,TRAM_T1,9.72
72,TR34,TR33,0.7815,2.34,tram,TRAM_T1,11.72
73,TR33,TR32,0.6561,1.97,tram,TRAM_T1,9.84
74,TR32,TR31,1.0167,3.05,tram,TRAM_T1,15.25
75,TR31,TR30,1.0879,3.26,tram,TRAM_T1,16.32
76,TR30,TR29,0.5755,1.73,tram,TRAM_T1,8.63
77,TR29,TR28,0.4675,1.4,tram,TRAM_T1,7.01
78,TR28,TR27,0.3629,1.09,tram,TRAM_T1,5.44
79,TR27,TR26,1.1732,3.52,tram,TRAM_T1,17.6
80,TR26,TR25,1.3435,4.03,tram,TRAM_T1,20.15
81,TR25,TR24,0.57,1.71,tram,TRAM_T1,8.55
82,TR24,TR23,0.3823,1.15,tram,TRAM_T1,5.73
83,TR23,TR22,0.8843,2.65,tram,TRAM_T1,13.26
84,TR22,TR21,0.5596,1.68,tram,TRAM_T1,8.39
85,TR21,TR20,0.8798,2.64,tram,TRAM_T1,13.2
86,TR20,TR19,0.3549,1.06,tram,TRAM_T1,5.32
87,TR19,TR18,0.3094,0.93,tram,TRAM_T1,4.64
88,TR18,TR17,0.4367,1.31,tram,TRAM_T1,6.55
89,TR17,TR16,0.6353,1.91,tram,TRAM_T1,9.53
90,TR16,TR15,0.3929,1.18,tram,TRAM_T1,5.89
91,TR15,TR14,0.5543,1.66,tram,TRAM_T1,8.31
92,TR14,TR13,0.5163,1.55,tram,TRAM_T1,7.74
93,TR13,TR12,1.0944,3.28,tram,TRAM_T1,16.42
94,TR12,TR11,0.7125,2.14,tram,TRAM_T1,10.69
95,TR11,TR10,0.6795,2.04,tram,TRAM_T1,10.19
96,TR10,TR09,0.5332,1.6,tram,TRAM_T1,8.0
97,TR09,TR08,0.5732,1.72,tram,TRAM_T1,8.6
98,TR08,TR07,0.6447,1.93,tram,TRAM_T1,9.67
99,TR07,TR06,0.4319,1.3,tram,TRAM_T1,6.48
100,TR06,TR05,0.9423,2.83,tram,TRAM_T1,14.13
101,TR05,TR04,0.6548,1.96,tram,TRAM_T1,9.82
102,TR04,TR03,0.5114,1.53,tram,TRAM_T1,7.67
103,TR03,TR02,0.6855,2.06,tram,TRAM_T1,10.28
104,TR02,TR01,0.1692,0.51,tram,TRAM_T1,2.54
105,T1_HAMMA,T1_MADAN,0.22,3.0,telepherique,TELE_T1,1.76
106,T1_MADAN,T1_HAMMA,0.22,3.0,telepherique,TELE_T1,1.76
107,T2_JARDN,T2_MEMOR,0.26,1.5,telepherique,TELE_T2,2.08
108,T2_MEMOR,T2_JARDN,0.26,1.5,telepherique,TELE_T2,2.08
109,T3_FUSIL,T3_PALAC,0.368,2.0,telepherique,TELE_T3,2.94
110,T3_PALAC,T3_FUSIL,0.368,2.0,telepherique,TELE_T3,2.94
111,T4_BOLOG,T4_NDAFR,0.25,2.0,telepherique,TELE_T4,2.0
112,T4_NDAFR,T4_BOLOG,0.25,2.0,telepherique,TELE_T4,2.0
113,TC1_OUED,TC1_FRAI,1.45,6.0,telepherique,TELE_TC1,11.6
114,TC1_FRAI,TC1_OUED,1.45,6.0,telepherique,TELE_TC1,11.6
115,TC1_FRAI,TC1_BOUZ,1.475,6.0,telepherique,TELE_TC1,11.8
116,TC1_BOUZ,TC1_FRAI,1.475,6.0,telepherique,TELE_TC1,11.8
117,TC2_BEO,TC2_VILL,1.1,4.0,telepherique,TELE_TC2,8.8
118,TC2_VILL,TC2_BEO,1.1,4.0,telepherique,TELE_TC2,8.8
119,TC2_VILL,TC2_ZGHA,0.9,3.0,telepherique,TELE_TC2,7.2
120,TC2_ZGHA,TC2_VILL,0.9,3.0,telepherique,TELE_TC2,7.2
121,TRN_ZERALDA,TRN_SIDI_ABDALLAH_J,2.3877,2.39,train,TRAIN_L_AGHA_ZERALDA,52.53
122,TRN_SIDI_ABDALLAH_J,TRN_ZERALDA,2.3877,2.39,train,TRAIN_L_AGHA_ZERALDA,52.53
123,TRN_SIDI_ABDALLAH_J,TRN_SIDI_ABDALLAH,3.729,3.73,train,TRAIN_L_AGHA_ZERALDA,82.04
124,TRN_SIDI_ABDALLAH,TRN_SIDI_ABDALLAH_J,3.729,3.73,train,TRAIN_L_AGHA_ZERALDA,82.04
125,TRN_SIDI_ABDALLAH,TRN_TESSALA_MERDJA,4.6503,4.65,train,TRAIN_L_AGHA_ZERALDA,102.31
126,TRN_TESSALA_MERDJA,TRN_SIDI_ABDALLAH,4.6503,4.65,train,TRAIN_L_AGHA_ZERALDA,102.31
127,TRN_TESSALA_MERDJA,TRN_BIR_TOUTA,6.6804,6.68,train,TRAIN_L_AGHA_ZERALDA,146.97
128,TRN_BIR_TOUTA,TRN_TESSALA_MERDJA,6.6804,6.68,train,TRAIN_L_AGHA_ZERALDA,146.97
129,TRN_BIR_TOUTA,TRN_AGHA,15.9473,15.95,train,TRAIN_L_AGHA_ZERALDA,350.84
130,TRN_AGHA,TRN_BIR_TOUTA,15.9473,15.95,train,TRAIN_L_AGHA_ZERALDA,350.84
131,TRN_AGHA,TRN_ALGER,1.3326,1.33,train,TRAIN_L_AGHA_ZERALDA,29.32
132,TRN_ALGER,TRN_AGHA,1.3326,1.33,train,TRAIN_L_AGHA_ZERALDA,29.32
133,TRN_ALGER,TRN_ATELIERS,2.6324,2.63,train,TRAIN_L_AGHA_ZERALDA,57.91
134,TRN_ATELIERS,TRN_ALGER,2.6324,2.63,train,TRAIN_L_AGHA_ZERALDA,57.91
135,TRN_ATELIERS,TRN_BABA_ALI,6.8115,6.81,train,TRAIN_L_AGHA_ZERALDA,149.85
136,TRN_BABA_ALI,TRN_ATELIERS,6.8115,6.81,train,TRAIN_L_AGHA_ZERALDA,149.85
137,TRN_BABA_ALI,TRN_AIN_NAADJA,1.1136,1.11,train,TRAIN_L_AGHA_ZERALDA,24.5
138,TRN_AIN_NAADJA,TRN_BABA_ALI,1.1136,1.11,train,TRAIN_L_AGHA_ZERALDA,24.5
139,TRN_AIN_NAADJA,TRN_CASR_CONSTANTINE,1.2595,1.26,train,TRAIN_L_AGHA_ZERALDA,27.71
140,TRN_CASR_CONSTANTINE,TRN_AIN_NAADJA,1.2595,1.26,train,TRAIN_L_AGHA_ZERALDA,27.71
141,TRN_CASR_CONSTANTINE,TRN_HUSSEIN_DAY,5.3403,5.34,train,TRAIN_L_AGHA_ZERALDA,117.49
142,TRN_HUSSEIN_DAY,TRN_CASR_CONSTANTINE,5.3403,5.34,train,TRAIN_L_AGHA_ZERALDA,117.49
143,TRN_HUSSEIN_DAY,TRn_HARRACH,3.9643,3.96,train,TRAIN_L_AGHA_ZERALDA,87.21
144,TRn_HARRACH,TRN_HUSSEIN_DAY,3.9643,3.96,train,TRAIN_L_AGHA_ZERALDA,87.21
145,TRn_HARRACH,TRN_KHRUBA,1.0272,1.03,train,TRAIN_L_AGHA_ZERALDA,22.6
146,TRN_KHRUBA,TRn_HARRACH,1.0272,1.03,train,TRAIN_L_AGHA_ZERALDA,22.6
147,TRN_AGHA,TRn_HARRACH,8.0673,8.07,train,TRAIN_L_AGHA_THENIA,177.48
148,TRn_HARRACH,TRN_AGHA,8.0673,8.07,train,TRAIN_L_AGHA_THENIA,177.48
149,TRn_HARRACH,TRN_OUED_SMAR,4.3537,4.35,train,TRAIN_L_AGHA_THENIA,95.78
150,TRN_OUED_SMAR,TRn_HARRACH,4.3537,4.35,train,TRAIN_L_AGHA_THENIA,95.78
151,TRN_OUED_SMAR,TRN_BAB_EZZOUAR,1.3078,1.31,train,TRAIN_L_AGHA_THENIA,28.77
152,TRN_BAB_EZZOUAR,TRN_OUED_SMAR,1.3078,1.31,train,TRAIN_L_AGHA_THENIA,28.77
153,TRN_BAB_EZZOUAR,TRN_DAR_EL_BEIDA,2.3494,2.35,train,TRAIN_L_AGHA_THENIA,51.69
154,TRN_DAR_EL_BEIDA,TRN_BAB_EZZOUAR,2.3494,2.35,train,TRAIN_L_AGHA_THENIA,51.69
155,TRN_DAR_EL_BEIDA,TRN_ROUIBA,6.7735,6.77,train,TRAIN_L_AGHA_THENIA,149.02
156,TRN_ROUIBA,TRN_DAR_EL_BEIDA,6.7735,6.77,train,TRAIN_L_AGHA_THENIA,149.02
157,TRN_ROUIBA,TRN_LA_ZONE_INDUSTRIELLE_DE_ROUIBA,1.6858,1.69,train,TRAIN_L_AGHA_THENIA,37.09
158,TRN_LA_ZONE_INDUSTRIELLE_DE_ROUIBA,TRN_ROUIBA,1.6858,1.69,train,TRAIN_L_AGHA_THENIA,37.09
159,TRN_LA_ZONE_INDUSTRIELLE_DE_ROUIBA,TRN_SNVI,1.4959,1.5,train,TRAIN_L_AGHA_THENIA,32.91
160,TRN_SNVI,TRN_LA_ZONE_INDUSTRIELLE_DE_ROUIBA,1.4959,1.5,train,TRAIN_L_AGHA_THENIA,32.91
161,TRN_SNVI,TRN_Zl_REGHAIA,1.167,1.17,train,TRAIN_L_AGHA_THENIA,25.67
162,TRN_Zl_REGHAIA,TRN_SNVI,1.167,1.17,train,TRAIN_L_AGHA_THENIA,25.67
163,TRN_Zl_REGHAIA,TRN_REGHAIA,0.9708,0.97,train,TRAIN_L_AGHA_THENIA,21.36
164,TRN_REGHAIA,TRN_Zl_REGHAIA,0.9708,0.97,train,TRAIN_L_AGHA_THENIA,21.36
165,TRN_REGHAIA,TRN_BOUDOUAOU,6.3335,6.33,train,TRAIN_L_AGHA_THENIA,139.34
166,TRN_BOUDOUAOU,TRN_REGHAIA,6.3335,6.33,train,TRAIN_L_AGHA_THENIA,139.34
167,TRN_BOUDOUAOU,TRN_CORSO,2.4919,2.49,train,TRAIN_L_AGHA_THENIA,54.82
168,TRN_CORSO,TRN_BOUDOUAOU,2.4919,2.49,train,TRAIN_L_AGHA_THENIA,54.82
169,TRN_CORSO,TRN_BOUMERDES,3.3852,3.39,train,TRAIN_L_AGHA_THENIA,74.47
170,TRN_BOUMERDES,TRN_CORSO,3.3852,3.39,train,TRAIN_L_AGHA_THENIA,74.47
171,TRN_BOUMERDES,TRN_THENIA,7.7775,7.78,train,TRAIN_L_AGHA_THENIA,171.1
172,TRN_THENIA,TRN_BOUMERDES,7.7775,7.78,train,TRAIN_L_AGHA_THENIA,171.1
173,TRN_BAB_EZZOUAR,TRN_AEROPORT,2.1741,2.17,train,TRAIN_L_BAB_EZZOUAR_AEROPORT,47.83
174,TRN_AEROPORT,TRN_BAB_EZZOUAR,2.1741,2.17,train,TRAIN_L_BAB_EZZOUAR_AEROPORT,47.83
175,M1_MARTYRS,56,0.9288,14.15,walk,TRANSFER,0.0
176,56,M1_MARTYRS,0.9288,14.15,walk,TRANSFER,0.0
177,M1_MARTYRS,61,0.831,12.97,walk,TRANSFER,0.0
178,61,M1_MARTYRS,0.831,12.97,walk,TRANSFER,0.0
179,M1_MARTYRS,62,0.5227,9.27,walk,TRANSFER,0.0
180,62,M1_MARTYRS,0.5227,9.27,walk,TRANSFER,0.0
181,M1_MARTYRS,63,0.8389,13.07,walk,TRANSFER,0.0
182,63,M1_MARTYRS,0.8389,13.07,walk,TRANSFER,0.0
183,M1_MARTYRS,64,0.5243,9.29,walk,TRANSFER,0.0
184,64,M1_MARTYRS,0.5243,9.29,walk,TRANSFER,0.0
185,M1_MARTYRS,76,0.4698,8.64,walk,TRANSFER,0.0
186,76,M1_MARTYRS,0.4698,8.64,walk,TRANSFER,0.0
187,M1_MARTYRS,77,0.5586,9.7,walk,TRANSFER,0.0
188,77,M1_MARTYRS,0.5586,9.7,walk,TRANSFER,0.0
189,M1_MARTYRS,571,0.6452,10.74,walk,TRANSFER,0.0
190,571,M1_MARTYRS,0.6452,10.74,walk,TRANSFER,0.0
191,M1_MARTYRS,572,0.9681,14.62,walk,TRANSFER,0.0
192,572,M1_MARTYRS,0.9681,14.62,walk,TRANSFER,0.0
193,M1_MARTYRS,981,0.6117,10.34,walk,TRANSFER,0.0
194,981,M1_MARTYRS,0.6117,10.34,walk,TRANSFER,0.0
195,M1_MARTYRS,982,0.726,11.71,walk,TRANSFER,0.0
196,982,M1_MARTYRS,0.726,11.71,walk,TRANSFER,0.0
197,M1_MARTYRS,983,0.868,13.42,walk,TRANSFER,0.0
198,983,M1_MARTYRS,0.868,13.42,walk,TRANSFER,0.0
199,M1_MARTYRS,988,0.7788,12.35,walk,TRANSFER,0.0
200,988,M1_MARTYRS,0.7788,12.35,walk,TRANSFER,0.0
201,M1_MARTYRS,989,0.9384,14.26,walk,TRANSFER,0.0
202,989,M1_MARTYRS,0.9384,14.26,walk,TRANSFER,0.0
203,M1_MARTYRS,990,0.9259,14.11,walk,TRANSFER,0.0
204,990,M1_MARTYRS,0.9259,14.11,walk,TRANSFER,0.0
205,M1_MARTYRS,991,0.5306,9.37,walk,TRANSFER,0.0
206,991,M1_MARTYRS,0.5306,9.37,walk,TRANSFER,0.0
207,M1_MARTYRS,992,0.531,9.37,walk,TRANSFER,0.0
208,992,M1_MARTYRS,0.531,9.37,walk,TRANSFER,0.0
209,M1_MARTYRS,993,0.9435,14.32,walk,TRANSFER,0.0
210,993,M1_MARTYRS,0.9435,14.32,walk,TRANSFER,0.0
211,M1_MARTYRS,994,0.9763,14.72,walk,TRANSFER,0.0
212,994,M1_MARTYRS,0.9763,14.72,walk,TRANSFER,0.0
213,M1_MARTYRS,995,0.0602,3.72,walk,TRANSFER,0.0
214,995,M1_MARTYRS,0.0602,3.72,walk,TRANSFER,0.0
215,M1_MARTYRS,996,0.0409,3.49,walk,TRANSFER,0.0
216,996,M1_MARTYRS,0.0409,3.49,walk,TRANSFER,0.0
217,M1_MARTYRS,997,0.0797,3.96,walk,TRANSFER,0.0
218,997,M1_MARTYRS,0.0797,3.96,walk,TRANSFER,0.0
219,M1_MARTYRS,998,0.0925,4.11,walk,TRANSFER,0.0
220,998,M1_MARTYRS,0.0925,4.11,walk,TRANSFER,0.0
221,M1_MARTYRS,999,0.0069,3.08,walk,TRANSFER,0.0
222,999,M1_MARTYRS,0.0069,3.08,walk,TRANSFER,0.0
223,M1_MARTYRS,1000,0.9127,13.95,walk,TRANSFER,0.0
224,1000,M1_MARTYRS,0.9127,13.95,walk,TRANSFER,0.0
225,M1_MARTYRS,TRN_AGHA,0.8378,13.05,walk,TRANSFER,0.0
226,TRN_AGHA,M1_MARTYRS,0.8378,13.05,walk,TRANSFER,0.0
227,M1_MARTYRS,TRN_ATELIERS,0.8616,13.34,walk,TRANSFER,0.0
228,TRN_ATELIERS,M1_MARTYRS,0.8616,13.34,walk,TRANSFER,0.0
229,M1_BOUMEN,39,0.8653,13.38,walk,TRANSFER,0.0
230,39,M1_BOUMEN,0.8653,13.38,walk,TRANSFER,0.0
231,M1_BOUMEN,40,0.8511,13.21,walk,TRANSFER,0.0
232,40,M1_BOUMEN,0.8511,13.21,walk,TRANSFER,0.0
233,M1_BOUMEN,46,0.3108,6.73,walk,TRANSFER,0.0
234,46,M1_BOUMEN,0.3108,6.73,walk,TRANSFER,0.0
235,M1_BOUMEN,47,0.3182,6.82,walk,TRANSFER,0.0
236,47,M1_BOUMEN,0.3182,6.82,walk,TRANSFER,0.0
237,M1_BOUMEN,52,0.967,14.6,walk,TRANSFER,0.0
238,52,M1_BOUMEN,0.967,14.6,walk,TRANSFER,0.0
239,M1_BOUMEN,53,0.8437,13.12,walk,TRANSFER,0.0
240,53,M1_BOUMEN,0.8437,13.12,walk,TRANSFER,0.0
241,M1_BOUMEN,70,0.8055,12.67,walk,TRANSFER,0.0
242,70,M1_BOUMEN,0.8055,12.67,walk,TRANSFER,0.0
243,M1_BOUMEN,71,0.7359,11.83,walk,TRANSFER,0.0
244,71,M1_BOUMEN,0.7359,11.83,walk,TRANSFER,0.0
245,M1_BOUMEN,72,0.229,5.75,walk,TRANSFER,0.0
246,72,M1_BOUMEN,0.229,5.75,walk,TRANSFER,0.0
247,M1_BOUMEN,73,0.2267,5.72,walk,TRANSFER,0.0
248,73,M1_BOUMEN,0.2267,5.72,walk,TRANSFER,0.0
249,M1_BOUMEN,75,0.9991,14.99,walk,TRANSFER,0.0
250,75,M1_BOUMEN,0.9991,14.99,walk,TRANSFER,0.0
251,M1_BOUMEN,79,0.4064,7.88,walk,TRANSFER,0.0
252,79,M1_BOUMEN,0.4064,7.88,walk,TRANSFER,0.0
253,M1_BOUMEN,80,0.4062,7.87,walk,TRANSFER,0.0
254,80,M1_BOUMEN,0.4062,7.87,walk,TRANSFER,0.0
255,M1_BOUMEN,276,0.5803,9.96,walk,TRANSFER,0.0
256,276,M1_BOUMEN,0.5803,9.96,walk,TRANSFER,0.0
257,M1_BOUMEN,277,0.5732,9.88,walk,TRANSFER,0.0
258,277,M1_BOUMEN,0.5732,9.88,walk,TRANSFER,0.0
259,M1_BOUMEN,278,0.5837,10.0,walk,TRANSFER,0.0
260,278,M1_BOUMEN,0.5837,10.0,walk,TRANSFER,0.0
261,M1_BOUMEN,279,0.6521,10.82,walk,TRANSFER,0.0
262,279,M1_BOUMEN,0.6521,10.82,walk,TRANSFER,0.0
263,M1_BOUMEN,280,0.6813,11.18,walk,TRANSFER,0.0
264,280,M1_BOUMEN,0.6813,11.18,walk,TRANSFER,0.0
265,M1_BOUMEN,281,0.7322,11.79,walk,TRANSFER,0.0
266,281,M1_BOUMEN,0.7322,11.79,walk,TRANSFER,0.0
267,M1_BOUMEN,282,0.7279,11.74,walk,TRANSFER,0.0
268,282,M1_BOUMEN,0.7279,11.74,walk,TRANSFER,0.0
269,M1_BOUMEN,283,0.5641,9.77,walk,TRANSFER,0.0
270,283,M1_BOUMEN,0.5641,9.77,walk,TRANSFER,0.0
271,M1_BOUMEN,284,0.579,9.95,walk,TRANSFER,0.0
272,284,M1_BOUMEN,0.579,9.95,walk,TRANSFER,0.0
273,M1_BOUMEN,285,0.6688,11.03,walk,TRANSFER,0.0
274,285,M1_BOUMEN,0.6688,11.03,walk,TRANSFER,0.0
275,M1_BOUMEN,286,0.8207,12.85,walk,TRANSFER,0.0
276,286,M1_BOUMEN,0.8207,12.85,walk,TRANSFER,0.0
277,M1_BOUMEN,287,0.8534,13.24,walk,TRANSFER,0.0
278,287,M1_BOUMEN,0.8534,13.24,walk,TRANSFER,0.0
279,M1_BOUMEN,465,0.9146,13.97,walk,TRANSFER,0.0
280,465,M1_BOUMEN,0.9146,13.97,walk,TRANSFER,0.0
281,M1_BOUMEN,466,0.9264,14.12,walk,TRANSFER,0.0
282,466,M1_BOUMEN,0.9264,14.12,walk,TRANSFER,0.0
283,M1_BOUMEN,473,0.8652,13.38,walk,TRANSFER,0.0
284,473,M1_BOUMEN,0.8652,13.38,walk,TRANSFER,0.0
285,M1_BOUMEN,TRN_ALGER,0.2921,6.5,walk,TRANSFER,0.0
286,TRN_ALGER,M1_BOUMEN,0.2921,6.5,walk,TRANSFER,0.0
287,M1_TAFOURAH,39,0.4981,8.98,walk,TRANSFER,0.0
288,39,M1_TAFOURAH,0.4981,8.98,walk,TRANSFER,0.0
289,M1_TAFOURAH,40,0.5006,9.01,walk,TRANSFER,0.0
290,40,M1_TAFOURAH,0.5006,9.01,walk,TRANSFER,0.0
291,M1_TAFOURAH,41,0.6699,11.04,walk,TRANSFER,0.0
292,41,M1_TAFOURAH,0.6699,11.04,walk,TRANSFER,0.0
293,M1_TAFOURAH,42,0.6821,11.18,walk,TRANSFER,0.0
294,42,M1_TAFOURAH,0.6821,11.18,walk,TRANSFER,0.0
295,M1_TAFOURAH,46,0.882,13.58,walk,TRANSFER,0.0
296,46,M1_TAFOURAH,0.882,13.58,walk,TRANSFER,0.0
297,M1_TAFOURAH,47,0.8881,13.66,walk,TRANSFER,0.0
298,47,M1_TAFOURAH,0.8881,13.66,walk,TRANSFER,0.0
299,M1_TAFOURAH,48,0.214,5.57,walk,TRANSFER,0.0
300,48,M1_TAFOURAH,0.214,5.57,walk,TRANSFER,0.0
301,M1_TAFOURAH,49,0.1197,4.44,walk,TRANSFER,0.0
302,49,M1_TAFOURAH,0.1197,4.44,walk,TRANSFER,0.0
303,M1_TAFOURAH,52,0.1559,4.87,walk,TRANSFER,0.0
304,52,M1_TAFOURAH,0.1559,4.87,walk,TRANSFER,0.0
305,M1_TAFOURAH,53,0.0971,4.16,walk,TRANSFER,0.0
306,53,M1_TAFOURAH,0.0971,4.16,walk,TRANSFER,0.0
307,M1_TAFOURAH,59,0.8611,13.33,walk,TRANSFER,0.0
308,59,M1_TAFOURAH,0.8611,13.33,walk,TRANSFER,0.0
309,M1_TAFOURAH,60,0.8512,13.21,walk,TRANSFER,0.0
310,60,M1_TAFOURAH,0.8512,13.21,walk,TRANSFER,0.0
311,M1_TAFOURAH,61,0.624,10.49,walk,TRANSFER,0.0
312,61,M1_TAFOURAH,0.624,10.49,walk,TRANSFER,0.0
313,M1_TAFOURAH,62,0.9299,14.16,walk,TRANSFER,0.0
314,62,M1_TAFOURAH,0.9299,14.16,walk,TRANSFER,0.0
315,M1_TAFOURAH,63,0.6183,10.42,walk,TRANSFER,0.0
316,63,M1_TAFOURAH,0.6183,10.42,walk,TRANSFER,0.0
317,M1_TAFOURAH,64,0.9263,14.12,walk,TRANSFER,0.0
318,64,M1_TAFOURAH,0.9263,14.12,walk,TRANSFER,0.0
319,M1_TAFOURAH,69,0.8449,13.14,walk,TRANSFER,0.0
320,69,M1_TAFOURAH,0.8449,13.14,walk,TRANSFER,0.0
321,M1_TAFOURAH,70,0.2688,6.23,walk,TRANSFER,0.0
322,70,M1_TAFOURAH,0.2688,6.23,walk,TRANSFER,0.0
323,M1_TAFOURAH,71,0.2699,6.24,walk,TRANSFER,0.0
324,71,M1_TAFOURAH,0.2699,6.24,walk,TRANSFER,0.0
325,M1_TAFOURAH,72,0.9034,13.84,walk,TRANSFER,0.0
326,72,M1_TAFOURAH,0.9034,13.84,walk,TRANSFER,0.0
327,M1_TAFOURAH,73,0.916,13.99,walk,TRANSFER,0.0
328,73,M1_TAFOURAH,0.916,13.99,walk,TRANSFER,0.0
329,M1_TAFOURAH,74,0.5467,9.56,walk,TRANSFER,0.0
330,74,M1_TAFOURAH,0.5467,9.56,walk,TRANSFER,0.0
331,M1_TAFOURAH,75,0.5349,9.42,walk,TRANSFER,0.0
332,75,M1_TAFOURAH,0.5349,9.42,walk,TRANSFER,0.0
